축제번호,축제명,소분류,개최장소,축제 기간,축제내용,주관기관,지역 코드
F0134,대구국제호러페스티벌,문화,대구스타디움 시민광장,8,거리극페스티벌| 호러연극제| 부대행사(좀비런),대구호러공연예술제조직위원회,C01
F0135,대구스트리트 모터 페스티벌,기술,남산동 자동차골목,10,자동차전시| 레이싱모델쇼| 공연 등,남산동자동차골목상점가상인회,C01
F0136,대구약령시한방문화축제,문화,약령시(약전골목) 일원,5,고유제| 개막식| 한방 관련 전시?문화?경연?공연?체험 프로그램,(사)약령시보존위원회,C01
F0137,대구워터페스티벌,문화,북성로 공구골목 일원,7,물총놀이| 무대행사| 푸드트럭| 플리마켓| 주민쉼터 등,문화기업 더스타일,C01
F0138,대구치맥페스티벌,먹거리,두류공원일원,7,치킨과 맥주 행사에 걸맞는 각종 무대행사와 전시행사,대구치맥페스티벌조직위원회,C01
F0139,대구포크페스티벌,먹거리,코오롱야외음악당,7,국내외 정상급 포크 공연,(사)대구포크페스티벌,C01
F0140,대구화교중화문화축제,문화,종로 화교소학교 및 화교거리,8,무대행사 및 거리행사| 전시행사 등,대구화교협회,C01
F0141,동성로축제,문화,동성로 야외무대,5,개막식| 동성로가요제| 커버댄스| DJ페스티벌,사)달성문화선양회,C01
F0142,동아시아보자기페스티벌,문화,대구삼성창조캠퍼스,9,섬유작품 및 전시| 버스킹공연| 전시.체험 등,(재)대구문화재단,C01
F0143,두류 젊음의 거리 2019 달서 맛 페스티벌,먹거리,두류 젊음의 거리,10,로드펍(Road Pub)| 버스킹 공연| 청년 창업 컨설팅| 먹거리골목 대표음식 및 웰빙푸드 전시관 운영 등,(사)한국외식업중앙회 대구달서구지부,C01
F0144,미소&행복 구민축제,문화,구민운동장,10,구민화합경기| 구민가요제 등,서구문화원,C01
F0145,방천골목오페라축제,예술,방천골목,6,야외실경오페라| 아마추어칸초네경연대회| 갈라콘서트,방천골목오페라추진위원회,C01
F0146,봉산도예전,역사,봉산문화거리,4,도예전시 및 부대행사,봉산문화협회,C01
F0147,봉산미술제,예술,봉산문화거리,10,화랑기획전 및 부대행사,봉산문화협회,C01
F0148,상화문학제,예술,수성못 상화동산,5,상화백일장| 상화문학의밤 등,수성문화원,C01
F0149,선사문화축제,역사,한샘공원,5,선사문화 원시인 거래퍼레이드| 선사테마| 야생체험| 선사프리마켓| 선사인 무용제| 도심속 선사음악회 등,세종문화재연구원,C01
F0150,수성 건강 축제,운동,대구스타디움 서편광장,8,테마별 건강체험관 운영,수성구 보건소,C01
F0151,수성못 페스티벌,문화,"수성못,들안길,수성아트피아",9,수성못 주제 프로그램| 들안길 푸드 페스티벌 등,(재)수성문화재단,C01
F0152,약령개장 357주년 2015「대구약령시 한방문화축제」,문화,약령시(약전골목) 일원,4,경연| 참여| 체험| 전시| 공연| 먹거리 등,(사)약령시보존위원회,C01
F0153,용암산성 옥샘문화재,역사,불로천 다목적광장,10,옥천제| 사생대회| 끼페스티벌| 문화행사 등,용암산성옥샘문화제추진위원회,C01
F0154,장미꽃 필(feel)무렵,꽃놀이,이곡장미공원,5,콘서트(7080콘스트| 뮤지컬갈라| 브라질 재즈)| 더 파티인 로즈가즌(이웃주민 공연| 버스킹| 퍼포먼스 등)| 향기가득 부스워트(장미관련 체험| 로즈뷰티| 먹거리존 등)| 포포존| 관객참여 피아노공연| 아트풍선 등,(재)달서문화재단,C01
F0155,전국민속 소싸움 달성대회,문화,국립대구과학관옆 체육시설부지,4,200여두 출전,달성소싸움협회,C01
F0156,정월대보름 달맞이 행사,보름달맞이,금호강 둔치,2,달집태우기| 노래자랑| 풍물| 쥐불놀이 등,안심백인청년회,C01
F0157,정월대보름 달맞이문화제,보름달맞이,달성보 일원,3,기원제| 달집태우기| 축하공연 등(올해는 조류독감으로 미개최),달성문화원,C01
F0158,정월대보름 문화행사,보름달맞이,대구스타디움 서편광장,2,달집태우기| 전통민속놀이 등,고산농악보존회,C01
F0159,정월대보름달맞이축제,보름달맞이,신천변 생활체육광장,2,달집태우기| 민속놀이| 먹거리 등,민주평화통일자문회의중구지회,C01
F0160,제14회 신천돗자리음악회,문화,신천둔치 중동교남편,7,공감콘서트|신천돗자리가요제|폭염이벤트|건강체험부스 등,남구문화행사추진원회,C01
F0161,제1회 북성로 축제,역사,북성로 공구골목 일원,10,부스프로그램| 북성로 공업소 투어| 오픈 스튜디오(작가 공방 오픈)| 거리전시 및 공연,(사)시간과공간연구소,C01
F0162,제27회 대구 앞산 축제,자연,"대구앞산빨래터공원, 앞산맛둘레길일대",4,손빨래체험|손빨래 퍼포먼스|거리퍼레이드|펫퍼레이드|체험부스|초청가수공연|버스킹|플리마켓|연계행사,남구문화행사추진원회,C01
F0163,제2회 북성로 축제,예술,북성로 공구골목 일원,10,부스프로그램| 북성로 공업소 투어| 오픈 스튜디오(작가 공방 오픈)| 거리전시 및 공연,훌라,C01
F0164,중구미술협회전,예술,봉산문화회관 전시실,10,중구미술협회작가 전시,중구미술협회,C01
F0165,천을산 해맞이,해돋이,천을산 정상,1,새해메세지| 대북타고| 해오름 함성 등,(재)수성문화재단,C01
F0166,팔공산 단풍축제,가을,동화지구 분수대광장,10,단풍길 걷기| 단풍가요제 등,팔공산 단풍축제추진위원회,C01
F0167,팔공산 벚꽃축제,꽃놀이,동화지구 분수대광장,4,벚꽃가요제| 봄나물비빔밥 축제 등,팔공산 벚꽃축제추진위원회,C01
F0168,팔공산 산중전통장터 승시,역사,팔공산 동화사 경내,10,산중 생활용품 물물교환 풍속 재연| 불교예술 공연 및 경연| 전통문화 등 놀이 체험| 산중음식 체험| 세계 불교문화 체험 등,(사)대구음식문화포럼,C01
F0169,해맞이 행사,해돋이,오봉산 등,1,새해 소원빌기 행사| 새해안녕기원행사|해맞이공연| 먹거리제공 등,북구청 문화예술과,C01
F0170,해맞이행사,해돋이,동촌유원지 해맞이 공원,1,신년메시지|연날리기|무대공연등,대구광역시동구문화재단,C01
F0171,향촌동수제화골목 2014년「빨간구두 이야기」,예술,향촌동수제화골목 일원,11,무대행사| 체험행사| 부대행사 등,대구광역시 수제화협회,C01
F0172,향촌동수제화골목 2015년「빨간구두 이야기」,예술,향촌동수제화골목 일원,5,무대행사| 체험행사| 부대행사 등,대구광역시 수제화협회,C01
F0173,향촌동수제화골목 2017년「빨간구두 이야기」,예술,향촌동수제화골목 일원,10,무대행사| 체험행사| 부대행사 등,대구광역시 수제화협회,C01
F0174,형형색색달구벌관등놀이,문화,"국채보상기념공원, 코오롱야외음악당",4,풍등날리기| 연등행렬,형형색색 달구벌관등놀이 축제봉행위원회,C01
F0175,희망달서 큰잔치,문화,(옛)두류정수장,10,발명 퀴즈왕 선발대회| 희망가득체험부스| 다문화 어울림제| 달서가요제 등,(재)달서문화재단,C01
F0176,2019 시청자의 날(기존),미디어,인천시청자미디어센터,12,드론 영상콘텐츠 공모전 시상식| 시청자제작단 성과 발표회| 미디어교육(학교|마을 등) 활동 사례 공유| 각종 이벤트,인천시청자미디어센터,D01
F0177,2020 부평풍물대축제,역사,"부평대로, 부평아트센터, 신트리공원 등",10,개폐막공연| 전통연희 판| 퍼레이드| 경연대회 등,부평구축제위원회,D01
F0178,계양산국악제,예술,계산체육공원,4,유명국악인 축하공연| 길놀이| 국악경연대회,계양구,D01
F0179,고려산진달래축제,꽃놀이,고인돌 광장 등,4,진달래군락지 관람 진달래 체험전 등,강화군문화축제추진위원회,D01
F0180,구민의 날 문화불꽃축제,문화,영종국제도시내,9,기념식+축하공연,인천중구문화원,D01
F0181,국사봉 해맞이행사,해돋이,영흥면 일원,12,지역주민화합과 관광객유치를 위한 해맞이행사,영흥면내6리 개발위원회,D01
F0182,동구문화예술한마당&막걸리페스티벌,먹거리,"동인천역북광장, 송림아뜨렛길",11,지역예술인| 지역문화예술동아리의 공연을 즐길 수 있는 문화예술의 장이자 막걸리를 빚던 옛 배다리의 인천양조장과 그 영화를 함께한 동구의 역사를 느껴보는 동구의 새로운 축제,인천광역시 동구청,D01
F0183,무의도 춤 춤축제,예술,무의도하나개해수욕장,9,창작 춤 공연+요들송 공연,무의도아트센터,D01
F0184,소래포구축제,문화,인천 남동구 논현동,9,관광축제,남동구,D01
F0185,연수미디어페스티벌(예정),문화,인천시청자미디어센터,12,연수주민마을방송 성과 발표회| 연수스토리 사연 공유| 청소년 독립영화 경진대회| 미디어체험 등,인천광역시 연수구청,D01
F0186,연안부두 축제,바다,인천종합어시장 일원,10,축하공연+체험부스 운영,인천종합어시장사업협동조합,D01
F0187,옹진군 해넘이 및 제야의 밤,해돋이,옹암해변,12,공연 및 불꽃놀이 개최,옹진군,D01
F0188,인천개항장문화재야행,역사,인천광역시 중구 중구청 일원,6,문화재 활용사업,인천관광공사,D01
F0189,정서진 해넘이 축제,해돋이,인천 서구 정서진,12,일몰이벤트| 축하공연,인천광역시 서구문화원,D01
F0190,제11회 연수 능허대 문화축제,문화,문화공원,10,능허대 소재 각종 공연| 전시 및 체험프로그램,연수구,D01
F0191,제27회 화도진축제,꽃놀이,"동인천역북광장, 화도진공원 일원",5,구한말 인천 앞바다 해안 경계를 위해 설치한 화도진을 배경으로한 대표 군영축제,인천광역시 동구청,D01
F0192,제2회 인천 송도크루즈 불꽃축제,문화,골든하버 인천항크루즈터미널,5,멀티미디어 융복합 불꽃공연 및 부대행사,해양수산부,D01
F0193,제물포 문화선교축제,문화,내리교회,4,열린음악회,인천중구문화원,D01
F0194,크리스마스트리문화축제,문화,신포동 일원,11,대형트리 및 경관조명,인천중구문화원,D01
F0195,2019 드론 체험 한마당,기술,광주시청자미디어센터 일원,5,누구나 쉽게 즐길 수 있는 드론을 주제로한 체험| 교육 프로그램을 통해 4차 산업혁명 시대 핵심 산업인 드론 분야의 이해도와 관심 제고,시청자미디어재단 광주시청자미디어센터,E01
F0196,2019 전국청소년방송콘텐츠경연대회,미디어,김대중컨벤션센터 (광주에이스페어 야외무대),9,청소년 실시간 무대| 방송 경연으로 우수 콘텐츠 발굴 및 미디어 인재 육성 기여,시청자미디어재단 광주시청자미디어센터,E01
F0197,2019 중딩영화제,미디어,광주시청자미디어센터 2층 다목적홀,12,학교미디어교육 우수사례와 우수 제작물 상영을 통한 성과와 정보교류의 장 마련. 전국 중학생 대상 영상·라디오분야 미디어창작물의 공모전 개최로 미디어제작 활성화 도모 및 우수작 발굴(방송통신위원장상| 광주광역시교육감상 등 시상),시청자미디어재단 광주시청자미디어센터,E01
F0198,2019 청소년미디어캠프,청소년,영광 홍농중학교,7,군소지역 청소년의 미디어 역량 강화와 창의력 향상| 방송 참여 지원을 위한 미디어교육 프로그램 운영(미디어 역량강화 교육| 영상 제작 활동| 뉴미디어체험 등),시청자미디어재단 광주시청자미디어센터,E01
F0199,고싸움놀이축제(1차),문화,고싸움놀이테마파크,3,국가무형문화재 제33호 고싸움놀이시연,고싸움놀이보존회,E01
F0200,고싸움놀이축제(2차),문화,고싸움놀이테마파크,8,국가무형문화재 제33호 고싸움놀이시연,고싸움놀이보존회,E01
F0201,광산우리밀축제,먹거리,송산유원지,5,국산밀 홍보,광산우리밀축제추진위원회,E01
F0202,광주세계김치축제,먹거리,서울광장,5,김치를 테마로한 공연| 전시| 체험프로그램 운영,광주세계김치축제위원회,E01
F0203,광주세계김치축제,먹거리,광주김치타운,7,한국의 김치| 세계절임식품 전시| 김치와 김치응용요리 만들기 체험,광주세계김치축제위원회,E01
F0204,광주세계김치축제,먹거리,광주김치타운,10,김치 요리 경연대회| 김치만들기 체험| 김치마케팅| 김치 전시| 고려인의 김치와 음식 전시| 발효와 옹기전시 등,광주세계김치축제위원회,E01
F0205,광주프린지페스티벌,문화,5·18민주광장 및 국립아시아문화전당 주변,4,거리공연(음악| 마임| 거리극 등)| 시민참여 체험프로그램 등,(재)광주문화재단,E01
F0206,굿모닝 양림,문화,양림동및사직공원일원,10,예술인 아카이브전| 미술전시회| 가을숲속음악회 등,굿모닝 양림추진위원회,E01
F0207,굿모닝 양림,문화,양림동 일원,10,1. 전시 : 예술가아카이브전|  양림동의 화가들|  양림 사진전 등 2. 공연 : 가을숲속음악회| 클래식음악회 등 3. 참여 : 시낭송대회| 나도 양림 시낭송가 ○ 체험 : 공예/가을우체통(편지쓰기)등 4. 인문학강의,남구문화원,E01
F0208,동네방네 마을미디어 공개방송,미디어,광주시청자미디어센터,12,마을 미디어 활성화를 목표로 마을미디어교육 지원사업에 참여한 마을 단체가 진행하는 릴레이 유튜브 라이브 공개 방송,시청자미디어재단 광주시청자미디어센터,E01
F0209,만드리 풍년제,문화,서구 서창동 발산마을 들녘,7,매년 7월 백중 무렵 서창 들녘에서 세벌 김매기하며 불렀던 전통 농요 행사,광주광역시 서구,E01
F0210,서구민한가족대축제,가족,상무시민공원,5,구민의 날을 맞이하여| 구민이 다함께 즐길 수 있는 주민참여 프로그램으로 애향과 일체감을 조성,광주광역시 서구,E01
F0211,서구여성합창단 정기 연주회,예술,서구 관내 공연장,11,서구여성합창단의 음악적 역량과 수준을 보여주는 정기 음악회,광주광역시 서구,E01
F0212,서창만드리풍년제,문화,서창한옥문화관 앞 (세동마을 들녘),7,들노래재현 만드리 재현| 문화예술공연 등,만드리보존회,E01
F0213,섬마을미디어페스티벌 ''''미디어로 어깨동무 시즌7'''',미디어,"전남 완도 보길도, 노화도 일원",8,낙도지역 시청자의 미디어 향유권 향상을 위한 프로그램 운영 (청소년 미디어캠프| 찾아가는 미디어 나눔버스| 마을 주민을 위한 미디어교육 등),시청자미디어재단 광주시청자미디어센터,E01
F0214,세계청년축제,문화,아시아문화전당 일대,7,청년 뮤직페스타| 청년시장| 도심캠핑 등,가나엔터프라이즈,E01
F0215,신창동 어울림축제,문화,신창동 공방의 거리,10,주민운동회| 주민회의| 노래자랑| 나눔장터| 프리마켓 등,신창동 마을축제 추진위원회,E01
F0216,억새생태문화제,동물,극락교 일원,10,억새를 테마로한 공연| 전시| 체험프로그램 운영,무등커뮤니케이션,E01
F0217,영산강 서창들녁 억새축제,동물,영산강(극락교~서창교 3.5km)일원,10,억새축제,광주광역시 서구,E01
F0218,용전들노래 가을걷이 한마당,예술,용전동 용전마을 일원,10,용전들노래재현| 체험마당| 공연 등,사)용전들노래보존회,E01
F0219,전국 애송시 낭송대회,예술,서구 빛고을 국악전수관 공연장,5,우리말의 아름다울과 문학의 향기를 전달하여 지역의 문학적 자긍심 제고 문화향수 기회 확대,광주광역시 서구 문화원,E01
F0220,제21회 용전들노래 정기공연,문화,용전동 용전마을 일원,7,용전들노래재현| 체험마당| 공연 등,사)용전들노래보존회,E01
F0221,제2회 비아마을 큰잔치,문화,비아동 공영주차장,10,문화공연| 주민장기자랑| 체험 및 먹거리 부스운영 등,비아마을 축제 추진위원회,E01
F0222,제2회 하남동 도농공 한울타리 어울림축제,문화,경암근린공원,10,기념식| 문화공연| 주민노래자랑| 플리마켓 등,하남동 한울타리 어울림축제 추진위원회,E01
F0223,제5회 광산구 세계음식문화축제,먹거리,수완호수공원,5,기념식| 세계음식체험| 문화다양성 체험부스| 무지개나눔장터| 문화공연 등,광산구건강가정·다문화가족지원센터,E01
F0224,첨단1동 마을축제,문화,쌍암공원,10,중고장터| 마을운동회| 문화공연| 버스킹| 체험행사 등,첨단1동주민자치위원회,E01
F0225,청년농부 미디어 크리에이터 경연대회,미디어,광주시청자미디어센터,6,농업인 미디어 향유권 확대 및 농식품 라이브 방송 활성화를 위해 농업 주제의 라이브 방송 생중계 경연,시청자미디어재단 광주시청자미디어센터,E01
F0226,추억의충장축제,체험,아시아문화전당 일대,10,추억을 테마로한 공연| 전시| 체험프로그램 운영,광주광역시 동구,E01
F0227,풍암골 신암마을 당산제,문화,풍암 제7어린이공원내 (풍암동1129),2,민속고유 명절인 대보름을 맞이하여 사라져가는 전통세시풍속인 당산제를 재현하여 지역 주민들의 평안과 발전 및 풍요다산을 기원,광주광역시 서구,E01
F0228,2019 노은한마음축제,문화,은구비공원,9,체험마당| 경연마당| 공연마당 등,노은1·2동 한마음축제추진위원회,F01
F0229,"2019 대전마을미디어 축제 잘 한다, 자란다, 대전마을미디어",미디어,대전시청자미디어센터,12,강연| 전시| 시상을 통해 대전 마을미디어 활동 성과를 공유하고 활동가 및 시민들간의 네트워킹을 강화하는 축제의 장,시청자미디어재단 대전시청자미디어센터,F01
F0230,2020 대전 서구힐링 아트페스티벌,문화,샘머리공원 및 보라매공원(서구청앞) 일원,5,아트마켓 등 7개분야 100여개 프로그램,서구축제추진위원회,F01
F0231,개관5주년 기념행사 ''''Oh 대시미'''',문화,대전시청자미디어센터,7,대전시청자미디어센터 5년 성과 돌아보고 함께 축하하는 자리 마련,시청자미디어재단 대전시청자미디어센터,F01
F0232,"대전미디어페스티벌 ''''무엇이든 콘텐츠, 누구나 크리에이터''''",미디어,대전시청자미디어센터,8,유튜버의 모든 것을 특강·체험·경연으로 즐기는 중부권 최대의 미디어 축제,시청자미디어재단 대전시청자미디어센터,F01
F0233,대전세종충남퍼블릭액세스시민영상제(날짜미정),미디어,대전시청자미디어센터,12,지역 퍼블릭액세스 강화를 위한 대전|세종 충청지역의 대표 영상제,대전충남민주언론시민연합,F01
F0234,동춘당문화제,역사,동춘당공원 일원,4,선비문화 계승| 발전 / 숭모제례| 문정공시호봉송행렬,대덕문화원,F01
F0235,제13회 신성한마음축제,문화,사이언스 대덕종합운동장,8,주민발표회| 벼룩시장| 체험 등 부대행사,신성동마을축제추진위원회,F01
F0236,제14회 구즉한마당축제,문화,송강근린공원,10,화합경기|부대행사| 공연| 먹거리 등,구즉한마당축제추진위원회,F01
F0237,제17회 한여름밤의 축제,여름,엑스포근린공원,8,주민발표회| 체험 등 부대행사| 먹거리 장터 등,전민동마을축제추진위원회,F01
F0238,제1회 대청호 벚꽃축제,꽃놀이,대전광역시 동구 신상동 282번지 일원,4,벚꽃축제| 벚꽃가요제| 벚꽃길 걷기대회 등,대전광역시 동구청,F01
F0239,제21회 진잠주민화합한마당,문화,진잠초등학교,10,경로위안잔치| 주민화합잔치| 청소년페스티벌| 주민가요제,진잠주민 화합의 한마당 추진위원회,F01
F0240,제3회 노은3동한마음축제,문화,해랑숲근린공원,9,주민발표회| 벼룩시장| 체험 등 부대행사,노은3동 한마음축제추진위원회,F01
F0241,제4회 온천1·2동한마당축제,문화,유성온천공원,10,주민공연| 체험부스| 벼룩시장| 먹거리 장터 등,온천1·2동한마당축제추진위원회,F01
F0242,제6회 스마일원신흥축제,문화,작은내수변공원,9,주민발표회| 벼룩시장| 체험 등 부대행사,스마일원신흥축제추진위원회,F01
F0243,제9회 관평골축제,문화,동화울 수변공원,10,주민발표회| 체험 등 부대행사,관평동마을축제추진위원회,F01
F0244,효문화뿌리축제,자연,뿌리공원,9,개폐막행사| 문중(문화)행사| 체험(참여)행사| 전시행사| 부대행사,대전효문화뿌리축제위원회,F01
F0245,1인미디어콘텐츠공모전,문화,미정,10,1인 미디어 시대에 울산 지역 크리에이터 진흥과 콘텐츠 강화를 위한 공모전 실시,시청자미디어재단 울산시청자미디어센터,G01
F0246,2019 도서지역 학교미디어교육 죽변중학교 미디어캠프,미디어,경북 울진 죽변중학교,9,도서지역 찾아가는 미디어교육을 통한 도서지역 학생들의 미디어 접근권 제고 및 미디어역량 강화,시청자미디어재단 울산시청자미디어센터,G01
F0247,2019 시청자의 밤 (날짜미정),미디어,울산시청자미디어센터,12,개관 3주년을 기념하고 2019년도 성과를 평가| 공유하기 위한 시민| 강사 참여 미디어 축제,시청자미디어재단 울산시청자미디어센터,G01
F0248,2019 울대경 청소년미디어캠프 ''''함성소리'''',미디어,대구 가산산성,8,울산| 대구| 경북 지역에서 미디어 관련 활동 중인 청소년의 교류의 장 마련| 청소년의 미디어 역량 강화 및 진로 탐색 기회 제공,대구영상미디어센터,G01
F0249,2019 자유학기제 맞춤형미디어교육 수륜 온 더 미디어캠프,미디어,경북 수륜중학교,8,도서지역 청소년들의 방학 내 집중 미디어교육 및 미디어 역량 강화| 미디어 접근성 확대를 위한 맞춤형 미디어 캠프,시청자미디어재단 울산시청자미디어센터,G01
F0250,2020 문화의거리 현대미술제,예술,울산 중구 문화의거리,4,갤러리 및 거리 미술작품 전시,문화의거리 현대미술제 울산운영위원회,G01
F0251,2020 울산 마두희 축제,역사,울산 중구 성남동 일원,6,줄다리기 및 부대행사,울산마두희축제추진위원회,G01
F0252,2020 태화강 국제 재즈페스티벌,예술,태화강국가정원 야외공연장,5,국·내외 재즈가수 공연| 부대행사 등,울산매일신문사,G01
F0253,2020년 울산병영3.1만세운동 제21회 재현행사,역사,울산 중구 병영 일원,4,위령제| 삼일만세운동재현행사 및 부대행사| 축구대회(20.04.12.) 등,중구문화원,G01
F0254,2020년 한글문화예술제,문화,외솔기념관 및 중구 원도심 일원,10,한글을 주제로 한 전시| 체험| 경연| 공연 등,UBC 울산방송,G01
F0255,간절곶해맞이,해돋이,간절곶공원,12,해넘이 전야제| 해맞이행사,울주문화원,G01
F0256,선암호수 불꽃축제,문화,선암호수공원,11,불꽃축제,경상일보,G01
F0257,우시산국축제,꽃놀이,회야강 아리소 일원,4,농경문화생활과 창작예술문화 체험,우시산국축제추진위원회,G01
F0258,울산고래축제,바다,울산광역시 남구 장생포 일원,6,고래축제,고래문화재단,G01
F0259,울산대공원 장미축제,꽃놀이,울산대공원,5,장미축제,(주)SK에너지,G01
F0260,울산쇠부리축제,역사,북구청광장,5,체험|전시|학술 등,울산쇠부리축제 추진위원회,G01
F0261,울산옹기축제,역사,울주군 외고산 옹기마을 일원,5,옹기난장촌| 옹기산적촌| 옹기장난촌| 옹기장인촌 등 50여 프로그램,울산광역시 울주군,G01
F0262,울산조선해양축제,바다,동구 일산해수욕장,7,공연| 전시| 주민참여 프로그램| 체험이벤트| 빛의 디자인 거리 등,울산광역시동구,G01
F0263,울주세계산악영화제,미디어,영남알프스 복합웰컴센터 일원,4,클라이밍| 모험과 탐험 등 7개 섹션으로 구성한 40개국 150편의 영화상영과 힐링트래킹| 클라이밍| 파쿠르| 영남알프스 VR 체험 등 다양한 참여행사와 공연ㆍ전시 행사 등을 통해 관람객에게 차별화된 볼거리를 제공,울산광역시 울주군,G01
F0264,제51회 서덕출 봄편지 노래비 글쓰기 및 그리기대회,문화,서덕출공원 일원,5,글쓰기(운문| 산문) 및 그리기,울산중구문화원,G01
F0265,처용문화제,문화,달동 문화공원,10,처용축제,울산광역시청,G01
F0266,태화강 연등축제,종교,울산 태화강 둔치,5,연등축제,태화강 연등축제조직 위원,G01
F0267,나라꽃 무궁화 세종축제,꽃놀이,정부세종컨벤션센터,8,무궁화의 아름다움과 다양성을 보여주는 공연·체험·전시 행사,세종특별자치시,H01
