축제번호,축제명,소분류,개최장소,축제 기간,축제내용,주관기관,지역 코드
F0683,개암동벚꽃축제,꽃놀이,부안군 상서면 개암동 벚꽃길,4,개막식| 야외음악회| 먹거리 장터| 농산물 판매| 체험프로그램,상서개암동벚꽃축제추진위원회,M14
F0684,곰소젓갈발효축제,먹거리,곰소다용도부지 일원,9,개막식| 폐막식| 축하공연| 노래자랑| 체험| 관광객 참여 이벤트 등,곰소젓갈발효축제추진위원회,M14
F0685,부안마실축제,문화,부안읍 일원(주행사장: 매창공원),5,개막공연등 5종 46개 프로그램 운영,부안마실축제제전위원회,M14
F0686,목포 유달산 봄 축제,봄,유달산 및 원도심 일원,4,유달산 둘레길 및 근대역사거리 투어| 4.8만세운동 재현 퍼포먼스 | 음악 공연 및 시민 체험 프로그램,전라남도 목포시,N01
F0687,거문도백도은빛바다체험행사,바당,삼산면 거문도 일원,8,길놀이+은빛가요제+맨손활어잡기+지인망끌기체험,거문도백도은빛바다축제추진위원회,N02
F0688,여수거북선축제,역사,이순신광장 및 선소일원,5,통제영길놀이+개막행사+각종체험공연행사,여수거북선축제보존회 축제위원회,N02
F0689,여수동동북축제,역사,용기공원 및 선소일원,11,북퍼레이드+아티스트공연+북전시및체험행사+경연대회,2018여수동동북축제추진위원회,N02
F0690,여수마칭페스티벌,문화,이순신광장,10,거리퍼레이드+마칭쇼+관악체험프로그램,여수마칭페스티벌추진위원회,N02
F0691,여수밤바다 불꽃축제,바다,이순신 광장 및 장군도 앞 해상,9,공연행사+불꽃쇼+불꽃사진콘테스트,여수밤바다불꽃축제추진위원회,N02
F0692,여수여자만갯벌노을체험행사,머드,소라면 해넘이길 일원(사곡),10,대나무망둥어낚시+개매기+바지락캐기+맨손고기잡이+가족사랑걷기체험+노을가요제,여수여자만갯벌노을체험행사추진위원회,N02
F0693,여수영취산진달래체험행사,꽃놀이,영취산일원 돌고개,3,산신제+진달래백일장+사생대회+체험행사,여수영취산진달래축제추진위원회,N02
F0694,여수향일암일출기원한마당,해돋이,돌산읍 임포마을 일원,12,재야의종타종식+일출기원제례+소망행사,여수향일암일출기원한마당 추진위원회,N02
F0695,청년거리문화축제,문화,여수시 일원,3,거리공연| 프리마켓 등,공모사업 선정,N02
F0696,2019 순천 푸드앤아트 페스티벌,먹거리,순천시 중앙로 일원,9,순천대표음식 홍보 및 개발음식 판매| 거리극 공연| 전시체험| 주무대 공연 등,순천시 관광과,N03
F0697,제15회 영산포 홍어축제,먹거리,영산강 둔치 체육공원,4,나주 특산품인 홍어를 활용한 지역경제 축제,영산포홍어축제추진위원회,N04
F0698,제1회 천년나주목읍성문화축제,문화,금성관 및 나주향교 일원,5,나주의 읍성문화를 이용한 역사 문화 축제,천년나주목읍성문화축제추진위원회,N04
F0699,제5회 나주마한문화축제,문화,국립나주박물관 일원,10,2천년 마한문화를 재조명하는 역사 문화 축제,나주마한문화축제추진위원회,N04
F0700,광양매화축제,꽃놀이,다압면 섬진마을 일원,3,공연|경연|체험|전시|판매|부대행사,광양매화축제추진위원회,N05
F0701,광양숯불구이축제,먹거리,광양읍 서천변 일원,10,공연|경연|체험|전시|판매|부대행사,광양숯불구이축제추진위원회,N05
F0702,광양전어축제,먹거리,진월면 망덕포구 일원,9,공연|경연|체험|전시|판매|부대행사,광양전어축제추진위원회,N05
F0703,백운산국사봉철쭉축제,꽃놀이,옥곡면 국사봉랜드,4,공연|경연|체험|전시|판매|부대행사,백운산국사봉철쭉축제추진위원회,N05
F0704,가로수사랑음악회,문화,가로수사랑군민연대,11,지역출신가수공연| 특집라디오공개방송 등,담양가로수사랑군민연대,N06
F0705,고서포도축제,먹거리,고서면 증암천변 일원,7,특산품 홍보 및 판매,고서포도축제추진위원회,N06
F0706,담양대나무축제,자연,죽녹원 및 관방제림 일원,5,대나무 관련 전시| 체험| 공연| 판매 등,(사)담양대나무축제위원회,N06
F0707,담양산타축제,문화,담양 원도심 및 메타프로방스 일원,12,크리스마스거리조성| 크리스마스마켓 운영 등,담양산타축제추진위원회,N06
F0708,창평전통음식문화축제,먹거리,창평슬로시티 일원,10,슬로푸드전시| 체험| 판매 등,창평면주민자치위원회,N06
F0709,추월산벚꽃축제,꽃놀이,용면 추월산광장 일원,4,벚꽃노래자랑| 특산품판매 등,용면청년회,N06
F0710,곡성세계장미축제,꽃놀이,곡성섬진강기차마을,5,장미공원관람| 문화행사,전라남도 곡성군,N07
F0711,곡성심청축제,문화,곡성섬진강기차마을,10,효녀 심청 관련 효 체험행사,전라남도 곡성군,N07
F0712,고흥 우주항공 축제,기술,"나로우주센터, 국립청소년우주센터 일원",5,발사현장견학| 야외 우주과학체험,고흥축제추진위원회,N09
F0713,벌교꼬막축제,먹거리,벌교읍천변,11,꼬막체험| 갯벌체험 등,벌교꼬막축제추진위원회,N10
F0714,보성다향대축제,문화,한국차문화공원,5,차문화행사,보성다향대축제추진위원회,N10
F0715,보성벚꽃축제,꽃놀이,보성백민미술관광장,4,관광객체험행사|벚꽃체험 등,보성벚꽃축제추진위원회,N10
F0716,보성전어축제,먹거리,율포솔밭해수욕장,8,전어잡기|체험 등,보성전어축제추진위원회,N10
F0717,보성차밭 빛축제,먹거리,한국차문화공원,12,빛 경관조명| 체험행사,보성군,N10
F0718,서편제보성소리축제,문화,보성읍내 일원,5,판소리 |고수 경연대회,보성문화원,N10
F0719,백아산 철쭉제,꽃놀이,백아면 백아산 일원,5,위령제| 노래자랑| 백일장 등,백아면 청년회,N11
F0720,화순 국화향연,꽃놀이,화순읍 남산공원,10,공식| 전시| 공연| 체험| 농특산물 판매| 국화 전시행사,화순군,N11
F0721,화순 동구리 호수공원 봄축제,봄,동구리 호수공원,4,개막식| 축하공연| 노래자랑| 체험행사 등,화순읍 청년연합회,N11
F0722,화순고인돌문화축제,역사,고인돌유적지 일원 (도곡면 효산리),4,고인돌이야기 재현| 고인돌마을 솟대 세우기| 고인돌 사진 전시| 유물 만들기| 비석치기| 농특산물 홍보관 등,화순고인돌축제추진위원회,N11
F0723,화순운주문화축제,술,도암면 운주사 일원,5,의식| 전시| 경연| 공연| 체험| 농특산물 및 음식판매,화순운주문화축제추진위원회,N11
F0724,화순적벽 문화축제,문화,"이서 커뮤니티센터, 화순 적벽 망향정 일원",10,기념식| 체험| 사진 전시| 지역농산물 판매 등,이서면 번영회,N11
F0725,화학산 철쭉제,꽃놀이,청풍면 화학산 일원,4,산신제| 식전 공연| 기념식| 축하 공연| 체험 및 부대행사,청풍면 청년회,N11
F0726,남도음식문화큰잔치,먹거리,강진만 생태공원,10,남도음식피크닉홀+남도장터+경연대회 등,(재)남도음식문화큰잔치,N13
F0727,제16회 영랑문학제,예술,영랑생가 일원,4,영랑생가와 주변 경관을 무대로 영랑시인의 시 세계를 조명하고 인문학적 감성축제 개발로 관광객과 함께하는 축제,(사)영랑기념사업회,N13
F0728,제18회 전라병영성 축제,역사,전라병영성 일원,4,2019년 올해의 관광도시 방문 관광객과 군민이 함께 즐기며 대한민국 호국정신 성지로 이어가는 역사교육 도시로의 재탄생 도약 축제,강진군향토축제추진위원회,N13
F0729,제25회 남도음식문화큰잔치,먹거리,강진만 생태공원 일원,10,남도음식의 보존·발전과 산업화| 세계화를 위한 체험과 참여가 어우러진 대표음식 브랜드 발굴육성 축제,(재)남도음식문화큰잔치,N13
F0730,제3회 강진만 춤추는 갈대축제,자연,강진만 생태공원 일원,10,가을의 정취와 추억을 체험하는 ''''남도답사 1번지'''' 이미지 창출과 갈대·음악·자연을 대표하는 명품 축제,강진군 향토축제추진위원회,N13
F0731,제46회 강진청자축제,예술,청자촌 일원,10,가을축제에 따른 다이내믹하고 흥이 넘치는 청자촌 분위기 조성과 향우와 구민이 함께 어우러지는 문화체육관광부 선정 우수축제,강진군향토축제추진위원회,N13
F0732,달마고도 걷기축제,운동,미황사일원,3,달마고도순례길걷기| 무대행사| 체험등,전라남도 해남군,N14
F0733,땅끝 해넘이·해맞이 축제,해돋이,땅끝마을일원,12,해넘이제례| 인정나누기| 달집태우기| 해맞이 등,해맞이축제추진위원회,N14
F0734,땅끝매화축제,꽃놀이,보해매실농원,3,매화향기(공연)| 매화포토존| 체험 등,땅끝매화축체추진위원회,N14
F0735,땅끝수국축제,꽃놀이,포레스트수목원,6,100여희귀품종| 수국사진공모전 등,포레스트수목원,N14
F0736,북평용줄다리기 축제,문화,북평힐링공원,10,줄고사| 용줄다리기| 달집태우기 등,북평용줄다리기보존회,N14
F0737,송호해변여름축제,바다,송호해수욕장,7,여름음악회| 불꽃축제| 체험행사 등,㈜파라,N14
F0738,연호보리축제,먹거리,냔냔이농원,4,보리밭체험| 문화탐방| 참여마당| 놀이마당| 나만의 인생샷 포토존| 무대공연| 솟대만들기,연호마을축제위원회,N14
F0739,오시아노 樂 페스티벌,문화,해남오시아노캠핑장,8,놀이마당| 문화마당|체험| 캠핑존 등,㈜파라,N14
F0740,흑석산 철쭉제,꽃놀이,가학산자연휴양림,4,산신제| 어린이체험| 산행| 농산물홍보 등,흑석산철쭉제추진위원회,N14
F0741,2019 무안황토갯벌축제,머드,무안황토갯벌랜드 일원,6,풍요깃발퍼레이드| 농게·낙지·운저리잡기 체험 등,무안군,N16
F0742,제23회 무안연꽃축제,꽃놀이,회산백련지 일원,7,아이스존| 연자방 소방등 달기| 연꽃 팥빙수 나눔잔치| 연잎들고 연꽃길 걷기| 연 공예체험 등,무안군,N16
F0743,2019 대한민국 국향대전,문화,함평엑스포공원,10,차별화된 국화작품 기획·연출로 관광객의 다양한 볼거리 제공,함평군축제추진위원회,N17
F0744,기찬월출산국화축제,꽃놀이,기찬랜드 일원,10,다양한 국화와 기찬랜드 경관을 활용한 전시 및 체험행사,영암군,N18
F0745,법성포단오제,역사,법성포,6,문화축제,(사)법성포단오제 보존회,N18
F0746,불갑산상사화축제,문화,불갑면,9,문화축제,영광 불갑산상사화축제 추진위원회,N18
F0747,영암왕인문화축제,문화,왕인박사유적지 일원,4,왕인박사 업적 조명| 문화체험 및 놀이행사,영암군향토축제추진위원회,N18
F0748,영암호해맞이축제,해돋이,삼호읍 호텔현대,1,영암호에 떠오르는 새해 첫 일출을 감상하는 해맞이 행사,영암문화원,N18
F0749,장보고수산물축제,먹거리,"해변공원, 장보고기념관 일원",5,전통노젓기| 해조류김밥만들기| 열린무대 등,완도장보고수산물축제 추진위원회,N20
F0750,청산도슬로우걷기축제,운동,청산도일원,4,나비야청산가자| 명사와 함께걷기힐링토크 등,청산도슬로우걷기축제추진위원회,N20
F0751,청정완도 가을빛 여행,가을,완도해변 공원 일원,10,청정완도 가을빛 낭만 여행,청정완도 가을빛 여행 추진위원회,N20
F0752,명량대첩축제,역사,진도 녹진관광지+해남 우수영관광지,9,해전재현+출정식+평화의 민가행진+진도북놀이퍼레이드+학술심포지엄 등,(재)명량대첩기념사업회,N21
F0753,2019 신안 섬 갯벌 축제,머드,증도면 일원,8,개막행사 : 방송축하쇼| 해상불꽃쇼문화행사 : 케이팝EDM페스타| 갯벌콘서트| 바다음악회체험행사 : 바다|갯벌스포츠 체험/키즈 워터파크 갯벌 놀이터| 호핑투어| 갯벌원정대스포츠행사 : 전국 카누대회| 전국패들보드대회| 전국 마라톤(달리기)대회| 갯벌 스포츠 종목,신안군,N22
F0754,간재미 축제,먹거리,비금/도초,4,간재미 비빔밥 만들기| 간재미 요리대회| 시식회| 간재미 껍질벗기기| 간재미 예쁘게 썰기 대회 등,축제조직위,N22
F0755,불볼락 축제,먹거리,홍도,9,불볼락 낚시대회| 불볼락 깜짝경매| 어민 자정선언문 낭독,축제조직위,N22
F0756,섬 깡다리 축제,문화,임자도,6,시식회| 활어잡기| 토굴체험 등,축제조직위,N22
F0757,수선화축제,꽃놀이,지도읍 선도,3,체험프로그램| 자전거타기 등,축제조직위,N22
F0758,신안튤립축제,꽃놀이,신안튤립공원(임자도대광해변일원),4,예술공연| 사진촬영대회| 섬등산대회| 각종 체험행사,신안튤립축제추진위원회,N22
F0759,임자도 민어 축제,먹거리,임자도,8,개매기|후리질 체험| 해변모래조각| 찜질 바닷속 보물찾기| 민어요리 전시와 시식회| 민어 깜짝 경매| 민어 장사 씨름대회 등,축제조직위,N22
F0760,흑산도홍어축제,먹거리,흑산도,5,홍어 시식회| 홍어요리 전시관| 풍어제| 위판행사| 가요 열창| 흑산홍어 어구 정리 체험| 홍어 O| X 퀴즈 등,축제조직위,N22
F0761,포항 연날리기 한마당,역사,형산강고수부지 일원,10,꼬리연 높이 날리기 대회| 체험행사| 사생대회 등,포항CBS,O01
F0762,포항국제불빛축제,문화,형산강 체육공원 일원,5,국제불꽃쇼| 버스킹 페스티벌| 불빛퍼레이드| 주제공연 등,포항문화재단,O01
F0763,포항시 대학연합축제(POP),문화,중앙상가실개천거리 특설무대,10,대학동아리 공연| 길거리 공연,포항대학연합,O01
F0764,포항운하축제,문화,포항운하 일원,9,이색창작배 경연대회| 방티타고 달리기| 이색레포츠 시연,포항MBC,O01
F0765,포항해병대문화축제,문화,"오천읍 냉천수변공원, 도구해안",4,해병대상륙작전| 블랙이글스 에어쇼| 부대방문 등,포항시,O01
F0766,호미곶한민족해맞이축전,해돋이,호미곶 해맞이광장 일원,12,해맞이(일출)| 자정행사| 특별행사| 1만명 떡국나둠 등,포항문화재단,O01
F0767,2019 경주한우와 농축수산물 한마당축제,먹거리,황성공원 공설운동장 일원,10,가래떡 최장 만들기 도전| 지역농특산물 판매 등,(사)한국농업경영인경주시연합회,O02
F0768,경주세계차문화축제,먹거리,"월정교, 보문일원",9,국내외 차시음 및 다도문화 체험 등,경주세계차문화축제조직위원회,O02
F0769,제47회 신라문화제,역사,"경주 황성공원 일대, 시가지 일원",10,화랑원화 선발대회| 소망 돌탑 쌓기대회| 마상무예공연 등,(사)한국예총 경주지회,O02
F0770,김천국제가족연극제,가족,김천문화예술회관,7,연극공연 및 연기콘테스트 등,김천국제가족연극제추진위원회 영남일보,O03
F0771,김천예술제,예술,김천시 일원,10,시민촬영대회 시민가요제 청소년가요제 동화구연대회 등,한국예총 김천지회,O03
F0772,김천자두포도축제,먹거리,김천시종합스포츠타운 및 체험농장,7,자두포도 품평회 자두포도 수확체험 각종 문화예술공연 등,김천시자두포도축제추진위원회,O03
F0773,정월대보름달맞이축제,보름달맞이,직지천 고수부지,2,달집태우기 줄다리기 등,김천문화원,O03
F0774,안동국제탈춤축제,예술,"안동탈춤공원, 하회마을",9,탈춤공연| 경연| 대동난장 등,안동축제관광재단,O04
F0775,안동민속축제,역사,탈춤공원,9,차전놀이| 놋다리밟기| 저전농요 등,안동문화원,O04
F0776,안동봄꽃축제,꽃놀이,안동 낙동강변 벚꽃거리,4,야간조명| 봄꽃포토존| 빛터널 등,안동축제관광재단,O04
F0777,암산얼음축제,자연,암산유원지 일원,1,얼음체험활동| 공연단 운영| 얼음조각 전시 등,안동축제관광재단,O04
F0778,3.1운동 애국지사 최재화 목사 추모행사,제,산양리 마을회관,3,기념식 및 추모행사,산양리 3.1 동지회,O05
F0779,김수환추기경 사랑과 나눔 문화축전,나눔,삼국유사교육문화회관,6,김수환추기경 뮤지컬공연,매일신문사,O05
F0780,도리사 해맞이 행사,해돋이,구미시 해평면 도리사,1,새벽예불| 해맞이 및 소원성취기원| 새해법회| 떡국 공양,구미시 해평면 도리사,O05
F0781,부처님 오신날 맞이 도리사 연등 축제,종교,구미시 해평면 도리사,5,점등식| 봉축 법요식| 도리사 사진전,대한불교 조계종 도리사,O05
F0782,부처님 오신날 맞이 보천사 연등 축제,종교,구미시 해평면 보천사,5,점등식| 봉축 법요식| 만발공양 등,대한불교 조계종 보천사,O05
F0783,선산 비봉 민속축제,역사,선산고등학교,5,사진전| 사생대회| 체육대회 등,선산읍 체육회,O05
F0784,제11회 구미시민 녹색자전거 대행진,운동,"동락공원, 낙동강체육공원 중 선정",9,자전거 안전하게 타기 퍼포먼스| 녹색홍보단 퍼레이드(단체라이딩)| 축하공연 각종 체험/홍보부스 운영,보조사업 공고 후 선정[2018년 (주)영남일보 주관],O05
F0785,제28회 선주원남 벚꽃축제,꽃놀이,구미 금오산 대주차장 일원,4,전야제 의식행사| 인기가수 공연| 체험부스 등,선주원남동남여새마을지도자협의회,O05
F0786,영천문화예술제,문화,영천강변공원 등 영천시 일원,9,영천아리랑 별곡| 생활문화콘서트| 마상재| 조선통신사 행렬| 신 전별연,영천문화예술제 추진위원회,O07
F0787,영천보현산별빛축제,자연,보현산천문과학관 일원,6,주제관 운영| 천문우주과학테마 체험부스 운영| 스타파티| 누워서 별보기| 문화공연 등,영천보현산별빛축제위원회,O07
F0788,영천한약축제,먹거리,영천한의마을,9,한방명의관| 전시체험 부스운영| 한방공연 등,영천한약축제추진위원회,O07
F0789,정월대보름행사,보름달맞이,영천강변공원 등 영천시 일원,2,정월대보름에 전통문화공연및 체험| 달집태우기| 떡국나눠먹기| 국악공연 등,영천시청년연합회,O07
F0790,문경사과축제,먹거리,문경새재도립공원일원,10,문경사과 홍보,문경사과축제추진위원회,O09
F0791,문경약돌한우축제,먹거리,문경새재도립공원일원,11,문경약돌한우 홍보,문경약돌한우축제추진위원회,O09
F0792,문경오미자축제,먹거리,문경동로초등학교일원,9,문경오미자 홍보,문경오미자축제추진위원회,O09
F0793,문경찻사발축제,먹거리,문경새재 오픈세트장,4,대한민국 도예명장전 등 전시행사| 왕의 찻자리 등 체험행사| 사기장의 하루| 차담이 어드벤처 등 특별행사,문경찻사발축제추진위원회,O09
F0794,경산갓바위소원성취축제,자연,갓바위공영주차장,8,다례봉행| 음악회 및 각종부대행사,경산갓바위축제추진위원회,O10
F0795,경산자인단오제,역사,경산시 자인면 계정숲,6,무형문화재 공연 및 각종 체험부대행사,경산자인단오제보존회,O10
F0796,청송사과축제,먹거리,청송읍 용전천 변,10,공연/경연/체험/전시/판매,청송군축제추진위원회,O13
F0797,2019 영양고추 H.O.T Festival,먹거리,서울광장,8,판매| 체험| 공연| 부대행사,영양군,O14
F0798,제15회 영양산나물축제,먹거리,영양군청 일원,5,판매| 체험| 공연| 부대행사,(재)영양축제관광재단,O14
F0799,영덕대게축제,먹거리,경상북도 영덕군 강구항 일원,3,영덕대게 홍보 및 체험축제,영덕대게축제추진위원회,O15
F0800,영덕물가자미축제,먹거리,축산항 일원,5,물가자미 홍보 및 체험 축제,경상북도 영덕군청,O15
F0801,영덕황금은어축제,먹거리,오십천 둔치 일원,7,황금은어 홍보 및 체험 축제,경상북도 영덕군청,O15
F0802,해맞이축제,해돋이,영덕삼사해상공원,12,경북대종타종식 및 영덕해맞이축제,영덕군관광진흥협의회,O15
F0803,2019청도반시축제,문화,청도야외공연장,10,청도반시전시판매행사 및 공연,청도군,O16
F0804,2019청도세계코미디아트페스티벌,예술,청도야외공연장,10,코미디를 테마로 한 공연| 전시| 체험 등,청도군,O16
F0805,2019청도소싸움축제,문화,청도소싸움경기장,5,전통소싸움대회 및 공연행사,청도군,O16
F0806,제13회 청도유등제,역사,청도천둔치,5,유등 점등 및 무대|체험|전시 행사 등,청도군,O16
F0807,2016 대가야체험축제,역사,"대가야박물관, 대가야역사테마관광지, 대가야문화누리, 관내 일원",4,36개 체험프로그램| 이조년 전국백일장 등 연계행사| 대가야박물관 기획특별전 등 부대행사| 역사재현극 등,사)대가야체험축제추진위원회,O17
F0808,성주생명문화축제 성주참외페스티벌,먹거리,성주군 성주읍 성밖숲 일원,5,생명선포식| 개막식(주제 공연| 축하 가수 공연)| 참외가요제| MBC태교음악회| 경상북도드림페스티벌| 태봉안행차재현 등,성주군 축제추진위원회,O18
F0809,제3회 낙동강세계평화 문화대축전,문화,칠곡보 생태공원,10,6.25전쟁 마지막 보루였던 낙동강 칠곡지역에서 지구촌과 한반도의 평화 정착을 염원하는 축제 - 공연| 전시| 체험| 참여행사 및 부대행사,낙동강세계평화문화대축전 추진위원회,O19
F0810,제4회 낙동강세계평화 문화대축전,역사,칠곡보 생태공원,9,6.25전쟁 마지막 보루였던 낙동강 칠곡지역에서 지구촌과 한반도의 평화 정착을 염원하는 축제공연| 전시|체험| 참여행사 및 부대행사,낙동강세계평화문화대축전 추진위원회,O19
F0811,제4회 칠곡 세계 인형음악극 축제,문화,칠곡군 교육문화회관,8,국내외 인형극단 공연,대구예술대학교,O19
F0812,제5회 낙동강세계평화 문화대축전,문화,칠곡군 생태공원,9,6.25전쟁 마지막 보루였던 낙동강 칠곡지역에서 지구촌과 한반도의 평화 정착을 염원하는 축제 - 공연| 전시| 체험| 참여행사 및 부대행사,경상북도 칠곡군,O19
F0813,제6회 낙동강세계평화 문화대축전,문화,칠곡군 생태공원,10,6.25전쟁 마지막 보루였던 낙동강 칠곡지역에서 지구촌과 한반도의 평화 정착을 염원하는 축제 - 공연| 전시| 체험| 참여행사 및 부대행사,낙동강세계평화문화대축전 추진위원회,O19
F0814,제6회 칠곡 세계 인형음악극 축제,문화,칠곡군 교육문화회관,8,국내외 인형극단 공연,칠곡군,O19
F0815,제7회 낙동강세계평화문화 대축전,문화,칠곡보생태공원,10,개폐막식| 공연|전시|체험 등,경상북도 칠곡군,O19
F0816,제7회 칠곡 세계 인형음악극 축제,문화,칠곡군 교육문화회관,8,국내외 인형극단 공연,칠곡문화원,O19
F0817,제8회 세계인형음악극축제,문화,칠곡군 교육문화회관 등,8,공연| 부대체험행사,경상북도 칠곡군,O19
F0818,2020 예천세계곤충엑스포,엑스포,예천공설운동장 및 곤충생태원 일원,5,곤충주제관| 생명산업대전관| 곤충놀이관 등,예천세계곤충엑스포추진위원회,O20
F0819,봉화송이축제,먹거리,봉화읍 내성천 일원,10,송이채취체험,(사)봉화군축제위원회,O21
F0820,봉화은어축제,먹거리,봉화읍 내성천 일원,7,은어잡이체험,(사)봉화군축제위원회,O21
F0821,성류문화제,문화,울진엑스포공원,10,전통문화체험,울진문화원,O22
F0822,울진금강송송이축제와 친환경농산물축제,먹거리,울진엑스포공원,10,울진금강송송이와 친환경농산물 전시| 체험행사 등,울진군축제발전위원회,O22
F0823,울진대게와 붉은대게 축제,먹거리,울진엑스포공원,2,대게 관련 공연| 전시| 체험행사 등,울진군축제발전위원회,O22
F0824,제10회의성봉양자두홍보및체험행사,체험,봉양종합체육공원,7,봉양자두홍보,자두체험행사추진위원회,O22
F0825,제1회의성슈퍼푸드마늘축제,먹거리,"의성마늘테마파크, 의성전통시장,군청앞 중앙로",10,마늘축제,의성슈퍼푸드마늘축제추진위원회,O22
F0826,제8회의성세계연축제,체험,안계면 위천생태하천,5,연축제,의성세계연축제집행위원회,O22
F0827,제야타종식,종교,망양정 해맞이공원,12,제야타종식,(사)한국연예협회 울진군 지부,O22
F0828,달맞이축제,해돋이,울릉문화예술체험장,2,달집태우기| 풍물패공연| 소원소지 적기| 민속놀이 등,장흥달맞이놀이마당추진위원회,O23
F0829,오징어축제,먹거리,저동항(울릉군전역),8,오징어 맨손잡기| 수중 보물찾기| 바다 미꾸라지잡기| 해변몽돌쌓기| 오징어 요리경연 등,오징어축제추진위원회,O23
F0830,우산문화제,문화,도동항,9,개막축하행사전통민속놀이| 체험행사 등,울릉문화원,O23
F0831,울릉해변가요제,바다,저동항,8,군민가요제| 불꽃놀이,(사)울릉청년단,O23
